Date,Species,Abundance,Panel,DominantSpecies,HealthyAverage,HealthyMax
6/16/14,Coprococcus_catus,0.081,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Coprococcus_comes,0.372,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Coprococcus_sp_ART55_1,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Desulfovibrio_desulfuricans,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Desulfovibrio_piger,0.126,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Dialister_invisus,0.001,Xin Fang MetaphlAN 2 Metagenomics,,2.16144117647059,27.0459
6/16/14,Dialister_succinatiphilus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Dorea_formicigenerans,0.156,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Dorea_longicatena,0.591,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eggerthella_lenta,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eggerthella_unclassified,0.001,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eikenella_corrodens,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Enterobacter_cloacae,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Enterobacteria_phage_HK97,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Enterobacteriaceae_bacterium_9_2_54FAA,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Enterococcus_faecium,0.007,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Erysipelotrichaceae_bacterium_21_3,0.002,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Erysipelotrichaceae_bacterium_2_2_44A,0.001,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Erysipelotrichaceae_bacterium_6_1_45,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Escherichia_coli,20.893,Xin Fang MetaphlAN 2 Metagenomics,,0.0551147058823529,0.6032
6/16/14,Escherichia_unclassified,3.888,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eubacterium_eligens,5.668,Xin Fang MetaphlAN 2 Metagenomics,,0.939023529411765,4.6383
6/16/14,Eubacterium_hallii,0.259,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eubacterium_infirmum,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eubacterium_limosum,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eubacterium_ramulus,0.113,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Eubacterium_rectale,1.27,Xin Fang MetaphlAN 2 Metagenomics,,3.05285588235294,21.8571
6/16/14,Eubacterium_siraeum,2.963,Xin Fang MetaphlAN 2 Metagenomics,,0.966767647058824,12.1935
6/16/14,Eubacterium_ventriosum,0.004,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Faecalibacterium_prausnitzii,3.682,Xin Fang MetaphlAN 2 Metagenomics,,2.95155,11.7871
6/16/14,Flavonifractor_plautii,0.003,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Fusobacterium_nucleatum,0.012,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Fusobacterium_periodonticum,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Fusobacterium_ulcerans,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Gemella_morbillorum,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Gordonibacter_pamelaeae,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Granulicatella_adiacens,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Haemophilus_parainfluenzae,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Hafnia_alvei,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Holdemania_filiformis,0.052,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Holdemania_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Klebsiella_oxytoca,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Klebsiella_pneumoniae,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Klebsiella_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_1_1_57FAA,0.115,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_3_1_46FAA,0.099,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.016,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_5_1_57FAA,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_5_1_63FAA,0.098,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_7_1_58FAA,0.087,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lachnospiraceae_bacterium_8_1_57FAA,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lactobacillus_acidophilus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lactobacillus_casei_paracasei,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lactobacillus_helveticus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lactococcus_lactis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Lactococcus_phage_P680,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Leuconostoc_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Marvinbryantia_formatexigens,0.004,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Methanobrevibacter_smithii,0.177,Xin Fang MetaphlAN 2 Metagenomics,,0.111332352941176,1.295
6/16/14,Methanobrevibacter_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Methanosphaera_stadtmanae,0.104,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Morganella_morganii,0.614,Xin Fang MetaphlAN 2 Metagenomics,,0.000108823529411765,0.0004
6/16/14,Odoribacter_splanchnicus,1.289,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Oscillibacter_sp_KLE_1745,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Oscillibacter_unclassified,0.441,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Oxalobacter_formigenes,0.104,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Pantoea_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Parabacteroides_distasonis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Parabacteroides_goldsteinii,0.242,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Parabacteroides_merdae,4.249,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Parabacteroides_unclassified,2.791,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Parasutterella_excrementihominis,0.015,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Parvimonas_micra,0.0,Xin Fang MetaphlAN 2 Metagenomics,,0.0172323529411765,0.0718
6/16/14,Parvimonas_unclassified,0.01,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Pediococcus_acidilactici,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Peptoniphilus_harei,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Peptoniphilus_lacrimalis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Peptostreptococcaceae_noname_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Peptostreptococcus_stomatis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Porphyromonas_asaccharolytica,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Prevotella_timonensis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Providencia_unclassified,0.019,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Pseudoflavonifractor_capillosus,0.004,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Pseudomonas_aeruginosa,0.007,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Pseudomonas_phage_F116,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Pseudomonas_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Roseburia_hominis,0.11,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Roseburia_intestinalis,0.162,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Roseburia_inulinivorans,0.499,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Roseburia_unclassified,0.2,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Rothia_mucilaginosa,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Ruminococcaceae_bacterium_D16,0.009,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Ruminococcus_bromii,0.196,Xin Fang MetaphlAN 2 Metagenomics,,1.85948235294118,9.6994
6/16/14,Ruminococcus_callidus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Ruminococcus_lactaris,0.49,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Ruminococcus_obeum,0.223,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Ruminococcus_sp_5_1_39BFAA,0.59,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Ruminococcus_torques,0.297,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Shigella_sonnei,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Solobacterium_moorei,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Streptococcus_anginosus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Streptococcus_australis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Streptococcus_constellatus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Streptococcus_parasanguinis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Streptococcus_salivarius,0.002,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Streptococcus_thermophilus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,0.0225911764705882,0.1446
6/16/14,Streptococcus_vestibularis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Subdoligranulum_sp_4_3_54A2FAA,0.139,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Subdoligranulum_unclassified,4.313,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Sum of Metagenomics Relative Abundances,99.989,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Sutterella_wadsworthensis,0.423,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,T5likevirus_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Torque_teno_virus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Veillonella_atypica,0.001,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Veillonella_parvula,0.013,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,Veillonella_unclassified,0.02,Xin Fang MetaphlAN 2 Metagenomics,,,
6/16/14,p__Actinobacteria;f__Bifidobacteriaceae;g__Bifidobacterium,0.01,16S,,,
6/16/14,p__Actinobacteria;f__Coriobacteriaceae;g__,0.08,16S,,,
6/16/14,p__Bacteroidetes;f__Bacteroidaceae;g__Bacteroides,11.12,16S,Bacteroides_uniformis,,
6/16/14,p__Bacteroidetes;f__Porphyromonadaceae;g__Parabacteroides,6.16,16S,,,
6/16/14,p__Bacteroidetes;f__Prevotellaceae;g__Prevotella,4.77,16S,,,
6/16/14,p__Bacteroidetes;f__Rikenellaceae;g__,8.88,16S,Alistipes_putredinis,,
6/16/14,p__Bacteroidetes;f__S24-7;g__,4.13,16S,,,
6/16/14,p__Bacteroidetes;f__[Barnesiellaceae];g__,0.38,16S,,,
6/16/14,p__Bacteroidetes;f__[Paraprevotellaceae];g__[Prevotella],7.75,16S,,,
6/16/14,p__Cyanobacteria;f__;g__,0.51,16S,,,
6/16/14,p__Euryarchaeota;f__Methanobacteriaceae;g__Methanobrevibacter,0.0,16S,Methanobrevibacter_smithii,,
6/16/14,p__Firmicutes;f__;g__,2.5,16S,Clostridium_sp_L2_50,,
6/16/14,p__Firmicutes;f__Christensenellaceae;g__,0.11,16S,,,
6/16/14,p__Firmicutes;f__Clostridiaceae;g__,0.05,16S,,,
6/16/14,p__Firmicutes;f__Clostridiaceae;g__Clostridium,0.17,16S,,,
6/16/14,p__Firmicutes;f__Erysipelotrichaceae;g__,0.52,16S,,,
6/16/14,p__Firmicutes;f__Erysipelotrichaceae;g__[Eubacterium],0.0,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__,4.2,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__Blautia,0.79,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__Coprococcus,5.81,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__Dorea,0.36,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__Lachnobacterium,0.01,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__Lachnospira,1.9,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__Roseburia,0.14,16S,,,
6/16/14,p__Firmicutes;f__Lachnospiraceae;g__[Ruminococcus],0.14,16S,,,
6/16/14,p__Firmicutes;f__Ruminococcaceae;g__,6.18,16S,Subdoligranulum_unclassified,,
6/16/14,p__Firmicutes;f__Ruminococcaceae;g__Faecalibacterium,3.74,16S,Faecalibacterium_prausnitzii,,
6/16/14,p__Firmicutes;f__Ruminococcaceae;g__Oscillospira,0.84,16S,,,
6/16/14,p__Firmicutes;f__Ruminococcaceae;g__Ruminococcus,2.35,16S,,,
6/16/14,p__Firmicutes;f__Veillonellaceae;g__Dialister,1.03,16S,,,
6/16/14,p__Firmicutes;f__Veillonellaceae;g__Phascolarctobacterium,0.45,16S,,,
6/16/14,p__Firmicutes;f__Veillonellaceae;g__Veillonella,0.02,16S,,,
6/16/14,p__Firmicutes;f__[Tissierellaceae];g__Parvimonas,0.0,16S,,,
6/16/14,p__Fusobacteria;f__Fusobacteriaceae;g__Fusobacterium,0.02,16S,,,
6/16/14,p__Proteobacteria;cf__Enterobacteriaceae;g__Morganella,0.0,16S,Morganella_morganii,,
6/16/14,p__Proteobacteria;f__;g__,0.94,16S,,,
6/16/14,p__Proteobacteria;f__Alcaligenaceae;g__Sutterella,0.76,16S,,,
6/16/14,p__Proteobacteria;f__Burkholderiaceae;g__,0.0,16S,,,
6/16/14,p__Proteobacteria;f__Desulfovibrionaceae;g__Bilophila,0.17,16S,,,
6/16/14,p__Proteobacteria;f__Desulfovibrionaceae;g__Desulfovibrio,0.17,16S,,,
6/16/14,p__Proteobacteria;f__Enterobacteriaceae;__,0.0,16S,Klebsiella_pneumoniae,,
6/16/14,p__Proteobacteria;f__Enterobacteriaceae;g__,16.18,16S,Escherichia_coli,,
6/16/14,p__Proteobacteria;f__Enterobacteriaceae;g__Erwinia,0.0,16S,,,
6/16/14,p__Proteobacteria;f__Enterobacteriaceae;g__Providencia,0.0,16S,,,
6/16/14,p__Proteobacteria;f__Enterobacteriaceae;g__Serratia,0.0,16S,,,
6/16/14,p__Proteobacteria;f__Pasteurellaceae;g__Aggregatibacter,0.01,16S,,,
6/16/14,p__Proteobacteria;f__Pseudomonadaceae;g__Pseudomonas,0.0,16S,,,
6/16/14,p__Synergistetes;f__Synergistaceae;g__Synergistes,0.04,16S,,,
6/16/14,p__Tenericutes;f__;g__,0.27,16S,,,
6/16/14,p__Verrucomicrobia;f__Verrucomicrobiaceae;g__Akkermansia,4.89,16S,Akkermansia_muciniphila,,
7/24/14,Sum of Metagenomics Relative Abundances,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
7/24/14,p__Actinobacteria;f__Bifidobacteriaceae;g__Bifidobacterium,0.01,16S,,,
7/24/14,p__Actinobacteria;f__Coriobacteriaceae;g__,0.15,16S,,,
7/24/14,p__Bacteroidetes;f__Bacteroidaceae;g__Bacteroides,16.23,16S,Bacteroides_uniformis,,
7/24/14,p__Bacteroidetes;f__Porphyromonadaceae;g__Parabacteroides,4.23,16S,,,
7/24/14,p__Bacteroidetes;f__Prevotellaceae;g__Prevotella,4.32,16S,,,
7/24/14,p__Bacteroidetes;f__Rikenellaceae;g__,8.43,16S,Alistipes_putredinis,,
7/24/14,p__Bacteroidetes;f__S24-7;g__,0.98,16S,,,
7/24/14,p__Bacteroidetes;f__[Barnesiellaceae];g__,1.1,16S,,,
7/24/14,p__Bacteroidetes;f__[Paraprevotellaceae];g__[Prevotella],3.11,16S,,,
7/24/14,p__Cyanobacteria;f__;g__,1.04,16S,,,
7/24/14,p__Euryarchaeota;f__Methanobacteriaceae;g__Methanobrevibacter,0.1,16S,Methanobrevibacter_smithii,,
7/24/14,p__Firmicutes;f__;g__,4.43,16S,Clostridium_sp_L2_50,,
7/24/14,p__Firmicutes;f__Christensenellaceae;g__,0.43,16S,,,
7/24/14,p__Firmicutes;f__Clostridiaceae;g__,0.1,16S,,,
7/24/14,p__Firmicutes;f__Clostridiaceae;g__Clostridium,0.23,16S,,,
7/24/14,p__Firmicutes;f__Erysipelotrichaceae;g__,0.73,16S,,,
7/24/14,p__Firmicutes;f__Erysipelotrichaceae;g__[Eubacterium],0.04,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__,5.7,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__Blautia,2.08,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__Coprococcus,1.55,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__Dorea,3.37,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__Lachnobacterium,0.0,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__Lachnospira,1.75,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__Roseburia,0.11,16S,,,
7/24/14,p__Firmicutes;f__Lachnospiraceae;g__[Ruminococcus],0.39,16S,,,
7/24/14,p__Firmicutes;f__Ruminococcaceae;g__,10.12,16S,Subdoligranulum_unclassified,,
7/24/14,p__Firmicutes;f__Ruminococcaceae;g__Faecalibacterium,8.4,16S,Faecalibacterium_prausnitzii,,
7/24/14,p__Firmicutes;f__Ruminococcaceae;g__Oscillospira,0.75,16S,,,
7/24/14,p__Firmicutes;f__Ruminococcaceae;g__Ruminococcus,2.45,16S,,,
7/24/14,p__Firmicutes;f__Veillonellaceae;g__Dialister,0.28,16S,,,
7/24/14,p__Firmicutes;f__Veillonellaceae;g__Phascolarctobacterium,1.06,16S,,,
7/24/14,p__Firmicutes;f__Veillonellaceae;g__Veillonella,0.01,16S,,,
7/24/14,p__Firmicutes;f__[Tissierellaceae];g__Parvimonas,0.07,16S,,,
7/24/14,p__Fusobacteria;f__Fusobacteriaceae;g__Fusobacterium,0.12,16S,,,
7/24/14,p__Proteobacteria;cf__Enterobacteriaceae;g__Morganella,0.01,16S,Morganella_morganii,,
7/24/14,p__Proteobacteria;f__;g__,1.06,16S,,,
7/24/14,p__Proteobacteria;f__Alcaligenaceae;g__Sutterella,0.56,16S,,,
7/24/14,p__Proteobacteria;f__Burkholderiaceae;g__,0.0,16S,,,
7/24/14,p__Proteobacteria;f__Desulfovibrionaceae;g__Bilophila,0.37,16S,,,
7/24/14,p__Proteobacteria;f__Desulfovibrionaceae;g__Desulfovibrio,0.86,16S,,,
7/24/14,p__Proteobacteria;f__Enterobacteriaceae;__,0.0,16S,Klebsiella_pneumoniae,,
7/24/14,p__Proteobacteria;f__Enterobacteriaceae;g__,1.76,16S,Escherichia_coli,,
7/24/14,p__Proteobacteria;f__Enterobacteriaceae;g__Erwinia,0.0,16S,,,
7/24/14,p__Proteobacteria;f__Enterobacteriaceae;g__Providencia,0.0,16S,,,
7/24/14,p__Proteobacteria;f__Enterobacteriaceae;g__Serratia,0.18,16S,,,
7/24/14,p__Proteobacteria;f__Pasteurellaceae;g__Aggregatibacter,0.19,16S,,,
7/24/14,p__Proteobacteria;f__Pseudomonadaceae;g__Pseudomonas,0.03,16S,,,
7/24/14,p__Synergistetes;f__Synergistaceae;g__Synergistes,0.09,16S,,,
7/24/14,p__Tenericutes;f__;g__,0.42,16S,,,
7/24/14,p__Verrucomicrobia;f__Verrucomicrobiaceae;g__Akkermansia,9.04,16S,Akkermansia_muciniphila,,
8/22/14,Adlercreutzia_equolifaciens,0.077,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Aeromonas_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Aggregatibacter_segnis,0.002,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Aggregatibacter_unclassified,0.003,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Akkermansia_muciniphila,2.712,Xin Fang MetaphlAN 2 Metagenomics,,0.984429411764706,8.439
8/22/14,Alistipes_finegoldii,0.019,Xin Fang MetaphlAN 2 Metagenomics,,1.15306764705882,10.7227
8/22/14,Alistipes_indistinctus,0.044,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_onderdonkii,0.507,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_putredinis,2.6,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_senegalensis,0.04,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_shahii,0.938,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_sp_AP11,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_sp_HGB5,0.97,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Alistipes_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Anaerococcus_vaginalis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Anaerostipes_hadrus,0.347,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Anaerotruncus_colihominis,0.005,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Anaerotruncus_unclassified,0.097,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroidales_bacterium_ph8,1.84,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_caccae,1.624,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_cellulosilyticus,3.515,Xin Fang MetaphlAN 2 Metagenomics,,1.48938235294118,18.1811
8/22/14,Bacteroides_dorei,0.017,Xin Fang MetaphlAN 2 Metagenomics,,2.11637352941176,9.7387
8/22/14,Bacteroides_faecis,0.002,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_fragilis,0.229,Xin Fang MetaphlAN 2 Metagenomics,,0.905426470588236,4.1907
8/22/14,Bacteroides_intestinalis,2.181,Xin Fang MetaphlAN 2 Metagenomics,,0.630638235294118,6.4841
8/22/14,Bacteroides_nordii,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_ovatus,1.26,Xin Fang MetaphlAN 2 Metagenomics,,4.23238823529412,41.7481
8/22/14,Bacteroides_pectinophilus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_salyersiae,1.045,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_thetaiotaomicron,0.637,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bacteroides_uniformis,3.51,Xin Fang MetaphlAN 2 Metagenomics,,1.7114,4.2107
8/22/14,Bacteroides_vulgatus,2.423,Xin Fang MetaphlAN 2 Metagenomics,,6.05498529411765,26.5957
8/22/14,Bacteroides_xylanisolvens,0.029,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Barnesiella_intestinihominis,0.966,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bifidobacterium_animalis,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bifidobacterium_breve,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bifidobacterium_longum,0.249,Xin Fang MetaphlAN 2 Metagenomics,,0.108320588235294,1.2247
8/22/14,Bilophila_unclassified,0.474,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Bilophila_wadsworthia,0.063,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Blautia_hydrogenotrophica,0.003,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Burkholderia_cenocepacia,0.026,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Burkholderia_unclassified,0.049,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Burkholderiales_bacterium_1_1_47,0.029,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,C2likevirus_unclassified,0.003,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Campylobacter_showae,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Citrobacter_freundii,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Citrobacter_unclassified,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridiaceae_bacterium_JC118,0.003,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridiales_bacterium_1_7_47FAA,0.012,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_asparagiforme,0.018,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_bartlettii,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_bolteae,0.04,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_citroniae,0.005,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_hathewayi,0.071,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_innocuum,0.004,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_leptum,0.009,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_nexile,0.269,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_scindens,0.002,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_sp_L2_50,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Clostridium_symbiosum,0.033,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Collinsella_aerofaciens,0.862,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Coprobacillus_sp_29_1,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Coprobacter_fastidiosus,0.0,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Coprococcus_catus,0.393,Xin Fang MetaphlAN 2 Metagenomics,,,
8/22/14,Coprococcus_comes,0.876,Xin Fang MetaphlAN 2 Metagenomics,,,
